EndType,NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,AppointingPG,AppointingPGIndex,DismissingPresident,DismissingPresidentIndex,DismissingPG,DismissingPGIndex,AppCongressionalElection,AppPresidentialElection,DisCongressionalElection,DisPresidentialElection
0,0,Cochran,ORA,9,Angelina,1896,8,Calvin J.,1896-09-08,1898-04-01,570,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,61.3,0.9405773,55.5,0.789826
0,0,Baird,ORA,4,Angelina,1898,1,Lewis E.,1898-04-01,1900-10-11,923,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,55.5,0.789826
0,1,McKnight,POLLOK,11,Angelina,1886,9,Jas. G.,1886-11-09,1902-05-29,5679,Cleveland1,14,William F. Vilas,32,Roosevelt1,19,Henry C. Payne,39,97.2,0.943,55.5,0.789826
0,1,Boykin,POPHER,4,Angelina,1890,21,Martha A.,1890-04-21,1894-12-14,1698,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,86,0.9502763,61.3,0.9405773
0,0,Ivy,POPHER,12,Angelina,1894,14,Martha A.,1894-12-14,1896-01-29,411,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,61.3,0.9405773,61.3,0.9405773
1,0,Truett,POPHER,1,Angelina,1896,29,Sarah E.,1896-01-29,1903-02-14,2572,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,61.3,0.9405773,55.5,0.789826
0,1,Rhodes,RHODES,6,Angelina,1883,25,Harris,1883-06-25,1884-09-15,448,Arthur,13,Walter Q. Gresham,30,Arthur,13,Walter Q. Gresham,30,99.7,1,99.7,1
0,0,McMickle,RHODES,9,Angelina,1884,15,Homer V.,1884-09-15,1885-04-29,226,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,99.7,1,99.7,0.943
0,0,McMickle,RHODES,4,Angelina,1885,29,Wm. D.,1885-04-29,1886-03-02,307,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,99.7,0.943,99.7,0.943
0,0,Stovall,RHODES,3,Angelina,1886,2,David M.,1886-03-02,1886-03-20,18,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,99.7,0.943,99.7,0.943
1,1,Gann,WILMOTH,7,Angelina,1880,13,Nathan W.,1880-07-13,1881-06-14,336,Hayes,11,Horace Maynard,27,Garfield,12,Thomas L. James,28,100,0.844,100,1
0,1,Barge,YUNO,11,Angelina,1892,18,Colin M.,1892-11-18,5/12/05,4557,Harrison,15,John Wanamaker,34,Roosevelt2,20,George B. Cortelyou,41,63.3,0.9405773,55.5,0.789826
1,1,Holden,ARANSAS CITY,8,Aransas,1888,6,Elbridge G.,1888-08-06,1895-04-06,2434,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,William L. Wilson,36,99.2,0.857,40.8,0.7371728
0,1,Black,ARANSAS HARBOR,8,Aransas,1890,27,Chas. T.,1890-08-27,1892-08-26,730,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.3,0.8179075,85.5,0.8179075
0,1,Humphreys,ARANSAS PASS LIGHTHOUSE,4,Aransas,1879,7,P. W.,1879-04-07,1882-02-24,1054,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,86.2,0.901,98.1,0.8934673
1,0,Mitchell,ARANSAS PASS LIGHTHOUSE,2,Aransas,1882,24,J. C.,1882-02-24,1882-09-29,217,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,98.1,0.8934673,98.1,0.8934673
0,0,Rothlisberger,FALKNER,2,Aransas,1892,16,Jacob,1892-02-16,1892-09-16,213,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.5,0.8179075,85.5,0.8179075
0,0,Walker,FALKNER,9,Aransas,1892,16,Mary E.,1892-09-16,12/23/05,4845,Harrison,15,John Wanamaker,34,Roosevelt2,20,George B. Cortelyou,41,85.5,0.8179075,50.1,0.6584107
0,0,Holden,FULTON,7,Aransas,1886,22,Elbridge G.,1886-07-22,1888-08-06,746,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,88.6,0.857,99.2,0.857
0,0,Holden,FULTON,9,Aransas,1890,12,Elbridge G.,1890-09-12,1895-01-05,1576,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,81.3,0.8179075,40.8,0.7371728
1,0,Walsh,FULTON,1,Aransas,1895,5,Robt. F.,1895-01-05,1895-04-06,91,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,40.8,0.7371728,40.8,0.7371728
1,0,Johnson,LAMAR,9,Aransas,1895,7,Albert L.,1895-09-07,6/29/18,8330,Cleveland2,16,William L. Wilson,36,Wilson2,23,Albert S. Burleson,44,40.8,0.7371728,50.1,0.6584107
0,0,Bonham,ROCKPORT,9,Aransas,1885,1,Jas. H.,1885-09-01,1889-05-16,1353,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,88.6,0.857,81.3,0.8179075
0,0,Tally,ROCKPORT,5,Aransas,1889,16,Thos. L.,1889-05-16,1889-07-15,60,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.3,0.8179075,81.3,0.8179075
0,0,McCaughan,ROCKPORT,7,Aransas,1889,15,Lee N.,1889-07-15,1890-08-27,408,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,81.3,0.8179075,81.3,0.8179075
0,-1,McCaughan,ROCKPORT,12,Aransas,1891,23,Lee N.,1891-12-23,1892-08-26,247,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.5,0.8179075,85.5,0.8179075
0,0,Wood,ROCKPORT,12,Aransas,1893,21,Wm. W.,1893-12-21,1898-03-31,1561,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,58,0.7371728,50.1,0.6584107
0,0,Soule,ROCKPORT,3,Aransas,1898,31,E. L.,1898-03-31,2/2/04,2133,McKinley,17,James A. Gary,37,Roosevelt1,19,Henry C. Payne,39,,,50.1,0.6584107
0,1,Hutto,ARCHER,6,Archer,1878,24,Capers B.,1878-06-24,1879-04-22,302,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,,,,
0,0,Hutchison,ARCHER,4,Archer,1879,22,Wm. B.,1879-04-22,1884-03-24,1798,Hayes,11,David M. Key,26,Arthur,13,Walter Q. Gresham,30,,,86.3,1
0,0,Baughman,ARCHER,3,Archer,1884,24,Mikel J.,1884-03-24,1887-01-03,1015,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,86.3,1,58.8,0.6885417
0,0,Thompson,ARCHER,1,Archer,1887,3,Benj. F.,1887-01-03,1888-12-07,704,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,58.8,0.6885417,89.1,0.891
0,0,Sanders,ARCHER,12,Archer,1888,7,Chas. J.,1888-12-07,1892-04-08,1218,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,89.1,0.891,84.7,0.891
0,-1,Hart,ARCHER CITY,4,Archer,1892,8,Lillian,1892-04-08,1893-11-15,586,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,84.7,0.891,89.1,1
0,0,Purcell,ARCHER CITY,11,Archer,1893,15,John,1893-11-15,1898-04-06,1603,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,89.1,1,85.4,0.8922414
0,0,Gillespie,ARCHER CITY,4,Archer,1898,6,Thos. M.,1898-04-06,1901-07-15,1195,McKinley,17,James A. Gary,37,McKinley,18,Charles Emory Smith,38,,,85.4,0.8922414
0,1,Long,ATWOOD,3,Archer,1892,10,Arthur B.,1892-03-10,1892-11-17,252,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,84.7,0.891,89.1,1
1,0,Speed,ATWOOD,11,Archer,1892,17,Henry L.,1892-11-17,1896-10-17,1430,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,89.1,1,56.9,1
1,1,Bachman,BOWMAN,9,Archer,1896,16,Howard J.,1896-09-16,1900-06-15,1367,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,56.9,1,85.4,0.8922414
0,1,Giddens,DUNDEE,6,Archer,1890,30,Mrs. Amanda W.,1890-06-30,1/24/06,5686,Harrison,15,John Wanamaker,34,Roosevelt2,20,George B. Cortelyou,41,89.1,0.891,85.4,0.8922414
0,1,Smith,HOLLIDAY,11,Archer,1890,26,. Willard P.,1890-11-26,1894-01-24,1155,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,84.7,0.891,89.1,1
0,0,Atkins,HOLLIDAY,1,Archer,1894,24,Thos. J.,1894-01-24,1896-02-05,742,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,89.1,1,56.9,1
0,0,Morrison,HOLLIDAY,2,Archer,1896,5,Franklin P.,1896-02-05,1897-01-02,332,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,56.9,1,85.4,0.8922414
0,0,Nolen,HOLLIDAY,1,Archer,1897,2,Wm. J.,1897-01-02,1902-04-10,1923,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,,,85.4,0.8922414
0,1,Stone,HOWARD,6,Archer,1890,7,Lydia N.,1890-06-07,1893-05-10,1068,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,89.1,0.891,89.1,1
1,0,Stewart,HOWARD,5,Archer,1893,10,Calvin M.,1893-05-10,1893-07-12,63,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,89.1,1,89.1,1
0,1,Hutton,McCORMICK,2,Archer,1886,5,Wm.,1886-02-05,1896-04-13,3720,Cleveland1,14,William F. Vilas,32,Cleveland2,16,William L. Wilson,36,100,0.6885417,56.9,1
1,0,Polk,McCORMICK,4,Archer,1896,13,Ann,1896-04-13,1896-08-19,128,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,56.9,1,56.9,1
1,1,Simmons,RIMAN,1,Archer,1878,10,Olley K.,1878-01-10,1879-02-06,392,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,,,,
0,1,Davis,SOULEMAN,1,Archer,1890,24,Phillip W.,1890-01-24,1890-06-30,157,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,89.1,0.891,89.1,0.891
0,1,Andres,WINDTHORST,3,Archer,1892,12,John,1892-03-12,1895-03-14,1097,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,84.7,0.891,56.9,1
0,0,Weinzappel,WINDTHORST,3,Archer,1895,14,Henry J.,1895-03-14,9/25/18,8595,Cleveland2,16,William L. Wilson,36,Wilson2,23,Albert S. Burleson,44,56.9,1,85.4,0.8922414
0,1,Hoffman,BISSELL,4,Armstrong,1893,22,Robt. N.,1893-04-22,1894-10-12,538,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,84.1,0.9840728,84.1,0.9840728
0,0,Vinyard,BISSELL,10,Armstrong,1894,12,Geo. S.,1894-10-12,1896-05-27,593,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,84.1,0.9840728,54.2,0.9840728
1,0,Bagwell,BISSELL,5,Armstrong,1896,27,J. C.,1896-05-27,1897-05-15,353,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,54.2,0.9840728,62.8,0.941691
0,1,Trice,CLAUDE,6,Armstrong,1888,5,Elijah H.,1888-06-05,1890-12-26,934,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,,,100,
0,0,Welch,CLAUDE,12,Armstrong,1890,26,Ed.,1890-12-26,1891-05-21,146,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,,100,
0,0,Miller,CLAUDE,5,Armstrong,1891,21,Wm. E.,1891-05-21,1891-06-23,33,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,100,,100,
0,0,Bailey,CLAUDE,6,Armstrong,1891,23,Hattie,1891-06-23,1893-07-24,762,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,,84.1,0.9840728
0,0,McCaleb,CLAUDE,7,Armstrong,1893,24,Burt C.,1893-07-24,1897-01-05,1261,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,84.1,0.9840728,62.8,0.941691
0,0,Bates,CLAUDE,1,Armstrong,1897,5,Mrs. Buena S.,1897-01-05,1897-09-14,252,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,,,62.8,0.941691
0,0,Teryman,CLAUDE,9,Armstrong,1897,14,Mary B.,1897-09-14,1898-08-18,338,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,62.8,0.941691
0,0,White,CLAUDE,8,Armstrong,1898,18,Jas.,1898-08-18,1903-04-21,1706,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Henry C. Payne,39,,,62.8,0.941691
0,1,Welch,CORNELIA,10,Armstrong,1891,13,Virginia,1891-10-13,1893-09-04,692,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,100,,84.1,0.9840728
1,0,Dysart,CORNELIA,9,Armstrong,1893,4,Marby P.,1893-09-04,1894-05-15,253,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,84.1,0.9840728,84.1,0.9840728
0,1,Dyer,GOODNIGHT,11,Armstrong,1888,19,Sam,1888-11-19,1893-05-10,1633,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,Wilson S. Bissell,35,,,84.1,0.9840728
0,0,McLaren,GOODNIGHT,5,Armstrong,1893,10,Walter T.,1893-05-10,1895-01-03,603,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,84.1,0.9840728,54.2,0.9840728
0,0,Moore,GOODNIGHT,1,Armstrong,1895,3,Chas. F.,1895-01-03,1895-05-22,139,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,54.2,0.9840728,54.2,0.9840728
0,0,Timmons,GOODNIGHT,5,Armstrong,1895,22,C. A.,1895-05-22,1900-05-01,1805,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,54.2,0.9840728,62.8,0.941691
0,0,Hinsdale,PALO DURO,11,Armstrong,1882,17,Chas. M.,1882-11-17,1889-08-20,2468,Arthur,13,Timothy O. Howe,29,Harrison,15,John Wanamaker,34,,,,
0,0,Hinsdale,PALO DURO,8,Armstrong,1889,20,Chas. M.,1889-08-20,9/12/10,7692,Harrison,15,John Wanamaker,34,Taft,21,Frank H. Hitchcock,43,,,62.8,0.941691
0,0,Campbell,WASHBURN,1,Armstrong,1892,20,Ralph M.,1892-01-20,1895-06-02,1229,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,100,,54.2,0.9840728
0,0,Bishop,WASHBURN,6,Armstrong,1895,2,Stephen,1895-06-02,1897-10-26,877,Cleveland2,16,William L. Wilson,36,McKinley,17,James A. Gary,37,54.2,0.9840728,62.8,0.941691
0,0,Bishop,WASHBURN,10,Armstrong,1897,26,Martha,1897-10-26,1899-05-25,576,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,62.8,0.941691
0,1,Bradford,WAYSIDE,9,Armstrong,1897,15,Henry J.,1897-09-15,1899-06-14,637,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,62.8,0.941691
0,1,Hunt,AMPHION,8,Atascosa,1886,27,John W.,1886-08-27,1892-09-22,2218,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,99.6,0.9467337,79.1,1
0,0,Jackson,AMPHION,9,Atascosa,1892,22,Bettie A.,1892-09-22,1897-07-31,1773,Harrison,15,John Wanamaker,34,McKinley,17,James A. Gary,37,79.1,1,61.8,0.9125475
0,0,Richardson,AMPHION,7,Atascosa,1897,31,Eugene W.,1897-07-31,1897-10-09,70,McKinley,17,James A. Gary,37,McKinley,17,James A. Gary,37,,,61.8,0.9125475
0,0,Richardson,AMPHION,10,Atascosa,1897,9,Edgar M.,1897-10-09,6/19/07,3539,McKinley,17,James A. Gary,37,Roosevelt2,20,George von L. Meyer,42,,,61.8,0.9125475
0,1,Whittet,ANCHORAGE,1,Atascosa,1889,2,Thos.,1889-01-02,10/16/13,9052,Cleveland1,14,Donald M. Dickinson,33,Wilson1,22,Albert S. Burleson,44,99.7,1,61.8,0.9125475
1,1,Cleveland,ARP,3,Atascosa,1892,10,Willis P.,1892-03-10,1892-09-09,183,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,79.1,1,79.1,1
0,1,Hazelrigg,BENTON,11,Atascosa,1876,23,Ashton W.,1876-11-23,1877-12-04,376,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,42.1,0.917,42.1,0.917
0,0,Sweeten,BENTON,12,Atascosa,1877,4,Jos. R.,1877-12-04,1878-01-21,48,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,42.1,0.917,42.1,0.917
0,0,Hazelrigg,BENTON,1,Atascosa,1878,21,Ashton W.,1878-01-21,1879-08-18,574,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,42.1,0.917,42.1,0.917
0,0,Waller,BENTON,8,Atascosa,1879,18,Jas. L.,1879-08-18,1884-09-08,1848,Hayes,11,David M. Key,26,Arthur,13,Walter Q. Gresham,30,42.1,0.917,95.5,1
0,0,Barmore,BENTON,9,Atascosa,1884,8,Albert K.,1884-09-08,1885-01-14,128,Arthur,13,Walter Q. Gresham,30,Arthur,13,Frank Hatton,31,95.5,1,99.6,0.9467337
0,0,Waller,BENTON,1,Atascosa,1885,14,Jas. L.,1885-01-14,1886-06-14,516,Arthur,13,Frank Hatton,31,Cleveland1,14,William F. Vilas,32,99.6,0.9467337,99.6,0.9467337
0,0,McCaleb,BENTON,6,Atascosa,1886,14,John L.,1886-06-14,1887-09-19,462,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,99.6,0.9467337,100,0.9467337
0,0,Johnson,BENTON,9,Atascosa,1887,19,Virgil A.,1887-09-19,1889-04-24,583,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.9467337,99.7,1
0,0,Waller,BENTON,4,Atascosa,1889,24,Jas. L.,1889-04-24,1891-02-09,656,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,99.7,1,79.1,1
0,0,Collins,BENTON,2,Atascosa,1891,9,Lee G.,1891-02-09,1898-08-23,2752,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,79.1,1,61.8,0.9125475
0,0,White,BENTON,8,Atascosa,1898,23,Chas. H.,1898-08-23,1899-02-20,181,McKinley,17,Charles Emory Smith,38,McKinley,17,Charles Emory Smith,38,,,61.8,0.9125475
0,1,Campbell,CAMPBELLTON,8,Atascosa,1879,5,John,1879-08-05,4/20/09,10850,Hayes,11,David M. Key,26,Taft,21,Frank H. Hitchcock,43,42.1,0.917,61.8,0.9125475
0,1,Atkins,DITTO,3,Atascosa,1881,8,Geo. F.,1881-03-08,1887-09-08,2375,Garfield,12,Thomas L. James,28,Cleveland1,14,William F. Vilas,32,100,1,100,0.9467337
0,0,Howard,DITTO,9,Atascosa,1887,8,Greenup J. H.,1887-09-08,1888-07-18,314,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,100,0.9467337,100,0.9467337
0,0,Young,DITTO,7,Atascosa,1888,18,Geo. W.,1888-07-18,1896-01-06,2728,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,William L. Wilson,36,100,0.9467337,47.9,0.9959677
0,0,Hurley,DITTO,1,Atascosa,1896,6,Chas. C.,1896-01-06,11/12/06,3962,Cleveland2,16,William L. Wilson,36,Roosevelt2,20,George B. Cortelyou,41,47.9,0.9959677,61.8,0.9125475
0,1,Childress,GALLINAS,9,Atascosa,1880,13,Sam.,1880-09-13,1895-09-11,5476,Hayes,11,Horace Maynard,27,Cleveland2,16,William L. Wilson,36,42.1,0.917,47.9,0.9959677
0,0,Musgrave,GALLINAS,9,Atascosa,1895,11,J. Q.,1895-09-11,1895-11-25,75,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,47.9,0.9959677,47.9,0.9959677
0,0,Hesskew,GALLINAS,11,Atascosa,1895,25,Ed. A.,1895-11-25,1899-11-23,1459,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,47.9,0.9959677,61.8,0.9125475
1,0,Thompson,GATES VALLEY,4,Atascosa,1878,23,Jasper N.,1878-04-23,1878-11-20,211,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,42.1,0.917,42.1,0.917
1,2,Forsyth,GATES VALLEY,2,Atascosa,1879,4,Nelson,1879-02-04,1880-02-17,378,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,42.1,0.917,42.1,0.917
0,1,Goodwin,IUKA,5,Atascosa,1886,6,Jas. R.,1886-05-06,1888-08-04,821,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,99.6,0.9467337,100,0.9467337
1,0,Robinson,IUKA,8,Atascosa,1888,4,Jonas,1888-08-04,1891-04-16,985,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,100,0.9467337,79.1,1
0,2,Crouch,IUKA,4,Atascosa,1893,10,John W.,1893-04-10,1893-12-22,256,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,50.4,0.9959677,50.4,0.9959677
1,0,Crawford,IUKA,12,Atascosa,1893,22,John W.,1893-12-22,1895-07-09,564,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,50.4,0.9959677,47.9,0.9959677
1,3,Morton,IUKA,8,Atascosa,1897,27,Wm. T.,1897-08-27,10/15/08,4066,McKinley,17,James A. Gary,37,Roosevelt2,20,George von L. Meyer,42,,,61.8,0.9125475
1,1,Steinmetz,LAGUNA,1,Atascosa,1881,18,M. O.,1881-01-18,1881-06-04,137,Hayes,11,Horace Maynard,27,Garfield,12,Thomas L. James,28,100,1,100,1
0,1,Swindler,LOIRE,7,Atascosa,1895,17,Jas. M.,1895-07-17,2/19/10,5330,Cleveland2,16,William L. Wilson,36,Taft,21,Frank H. Hitchcock,43,47.9,0.9959677,61.8,0.9125475
0,1,Garnand,LYTLE,9,Atascosa,1883,10,Wm. J.,1883-09-10,1890-04-25,2419,Arthur,13,Walter Q. Gresham,30,Harrison,15,John Wanamaker,34,95.5,1,99.7,1
0,0,House,LYTLE,4,Atascosa,1890,25,Washington R.,1890-04-25,1891-01-21,271,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,99.7,1,79.1,1
0,0,Thrower,LYTLE,1,Atascosa,1891,21,Sterling D.,1891-01-21,1900-05-02,3388,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,79.1,1,61.8,0.9125475
0,0,Fountain,PLEASANTON,1,Atascosa,1880,19,Hartwell C.,1880-01-19,1882-01-30,742,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,42.1,0.917,100,1
0,0,Smith,PLEASANTON,1,Atascosa,1882,30,John M.,1882-01-30,1882-06-26,147,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,100,1,100,1
0,0,Fountain,PLEASANTON,6,Atascosa,1882,26,Hartwell C.,1882-06-26,1895-05-06,4697,Arthur,13,Timothy O. Howe,29,Cleveland2,16,William L. Wilson,36,100,1,47.9,0.9959677
0,0,Smith,PLEASANTON,5,Atascosa,1895,6,Martha A.,1895-05-06,10/4/17,8186,Cleveland2,16,William L. Wilson,36,Wilson2,23,Albert S. Burleson,44,47.9,0.9959677,61.8,0.9125475
0,1,Poteet,POTEET,4,Atascosa,1886,9,Francis M.,1886-04-09,1898-09-20,4547,Cleveland1,14,William F. Vilas,32,McKinley,17,Charles Emory Smith,38,99.6,0.9467337,61.8,0.9125475
0,0,Mumme,POTEET,9,Atascosa,1898,20,Henry T.,1898-09-20,10/17/12,5140,McKinley,17,Charles Emory Smith,38,Taft,21,Frank H. Hitchcock,43,,,61.8,0.9125475
0,0,Mackay,ROSSVILLE,3,Atascosa,1881,15,Theodosia M.,1881-03-15,1881-09-08,177,Garfield,12,Thomas L. James,28,Garfield,12,Thomas L. James,28,100,1,100,1
0,0,Gillespie,ROSSVILLE,9,Atascosa,1881,8,R. A.,1881-09-08,1882-08-10,336,Garfield,12,Thomas L. James,28,Arthur,13,Timothy O. Howe,29,100,1,100,1
0,0,Ross,ROSSVILLE,8,Atascosa,1882,10,Wm. F. M.,1882-08-10,1883-03-14,216,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,100,1,95.5,1
0,0,Yabber,ROSSVILLE,3,Atascosa,1883,14,Mrs. Jessie,1883-03-14,1883-05-14,61,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,95.5,1,95.5,1
0,0,Ross,ROSSVILLE,5,Atascosa,1883,14,Wm. F. M.,1883-05-14,1886-07-24,1167,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,95.5,1,99.6,0.9467337
0,0,Bailey,ROSSVILLE,7,Atascosa,1886,24,Fred. A.,1886-07-24,1889-01-02,893,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,99.6,0.9467337,99.7,1
0,0,Patterson,ROSSVILLE,1,Atascosa,1889,2,Viola O.,1889-01-02,1898-07-26,3492,Cleveland1,14,Donald M. Dickinson,33,McKinley,17,Charles Emory Smith,38,99.7,1,61.8,0.9125475
0,0,Riojas,ROSSVILLE,7,Atascosa,1898,26,Jose M.,1898-07-26,1901-12-27,1249,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Charles Emory Smith,38,,,61.8,0.9125475
0,0,Zoellner,SOMERSET,3,Atascosa,1879,5,Louis,1879-03-05,1880-03-02,363,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,42.1,0.917,42.1,0.917
0,0,Klemcke,SOMERSET,3,Atascosa,1880,2,Fred. W.,1880-03-02,1882-07-19,869,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,42.1,0.917,100,1
0,0,Oppenheimer,SOMERSET,7,Atascosa,1882,19,Mrs. Olivia,1882-07-19,1883-01-23,188,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,100,1,95.5,1
0,0,Mudd,SOMERSET,1,Atascosa,1883,23,Geo. H.,1883-01-23,1885-12-07,1049,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,95.5,1,99.6,0.9467337
1,0,Holder,SOMERSET,12,Atascosa,1885,7,Prior F.,1885-12-07,1889-12-13,1467,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,99.6,0.9467337,99.7,1
0,2,Reed,SOMERSET,11,Atascosa,1892,25,Jas. H.,1892-11-25,1893-12-28,398,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,50.4,0.9959677,50.4,0.9959677
1,0,Hartung,SOMERSET,12,Atascosa,1893,28,W. F.,1893-12-28,1894-05-01,124,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,50.4,0.9959677,50.4,0.9959677
