NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,DismissingPresident,DismissingPresidentIndex,EndType
0,Hearne,PALESTINE,7,Anderson,1913,3,John R.,7/3/1913,8/1/1913,29,Wilson1,22,Wilson1,22,0
0,Matthews,PALESTINE,8,Anderson,1913,1,Robt. C.,8/1/1913,2/24/1923,3494,Wilson1,22,Harding,24,0
0,Welch,PALESTINE,2,Anderson,1923,24,Thos. M.,2/24/1923,na,na,Harding,24,na,na,na
1,Stalcup,PARKER'S BLUFF,8,Anderson,1870,24,John J.,8/24/1870,10/7/1870,44,Grant1,9,Grant1,9,0
0,Williams,PARKER'S BLUFF,10,Anderson,1870,7,Anderson,10/7/1870,2/1/1872,482,Grant1,9,Grant1,9,1
1,Ward,PARKERSVILLE,3,Anderson,1857,24,Fitzhugh,3/24/1857,8/6/1861,1596,Buchanan,5,Lincoln1,6,0
0,Ward,PARKERSVILLE,8,Anderson,1861,6,Fitzhugh,8/6/1861,11/5/1866,1917,Lincoln1,6,Johnson,8,1
1,Hanks,PLENTITUDE,11,Anderson,1850,19,Jas. S.,11/19/1850,6/28/1856,2048,Fillmore,3,Pierce,4,0
0,Mitchell,PLENTITUDE,6,Anderson,1856,28,Pinckney,6/28/1856,2/18/1858,600,Pierce,4,Buchanan,5,0
0,Brooks,PLENTITUDE,2,Anderson,1858,18,Wm. A.,2/18/1858,2/18/1859,365,Buchanan,5,Buchanan,5,0
0,Quarles,PLENTITUDE,2,Anderson,1859,18,Hamilton G.,2/18/1859,5/7/1860,444,Buchanan,5,Buchanan,5,0
0,Henry,PLENTITUDE,5,Anderson,1860,7,Isaac H.,5/7/1860,12/21/1864,1689,Buchanan,5,Lincoln1,6,0
0,Pinson,PLENTITUDE,12,Anderson,1864,21,Thos. L.,12/21/1864,3/22/1866,456,Lincoln1,6,Johnson,8,0
0,Jones,PLENTITUDE,3,Anderson,1866,22,August R. W.,3/22/1866,2/17/1868,697,Johnson,8,Johnson,8,1
2,Starr,PLENTITUDE,6,Anderson,1870,17,Jasper,6/17/1870,12/11/1873,1273,Grant1,9,Grant2,10,1
3,Starr,PLENTITUDE,7,Anderson,1875,1,Jasper,7/1/1875,12/10/1877,893,Grant2,10,Hayes,11,0
0,Davis,PLENTITUDE,12,Anderson,1877,10,John A.,12/10/1877,6/13/1883,2011,Hayes,11,Arthur,13,1
1,Kemp,PRAIRIE POINT,2,Anderson,1873,26,Francis,2/26/1873,1/10/1876,1048,Grant1,9,Grant2,10,1
2,Young Jr.,PRAIRIE POINT,2,Anderson,1876,24,John,2/24/1876,1/31/1882,2168,Grant2,10,Arthur,13,0
1,Prewitt,PREWITT'S TAN YARD,11,Anderson,1858,2,Ira,11/2/1858,10/18/1864,2177,Buchanan,5,Lincoln1,6,0
0,Prewitt,PREWITT'S TAN YARD,10,Anderson,1864,18,Ira,10/18/1864,11/5/1866,748,Lincoln1,6,Johnson,8,1
2,Campbell,PREWITT'S TAN YARD,6,Anderson,1867,10,Jas. I.,6/10/1867,5/12/1868,337,Johnson,8,Johnson,8,1
1,Rehm,PRICE,9,Anderson,1899,5,Margaret M.,9/5/1899,11/12/1900,433,McKinley,17,McKinley,17,0
0,Price,PRICE,11,Anderson,1900,12,Cynthia,11/12/1900,10/14/1905,1797,McKinley,17,Roosevelt2,20,1
1,Stewart,ROADVILLE,7,Anderson,1852,30,Jas.,7/30/1852,10/18/1854,810,Fillmore,3,Pierce,4,0
0,Lewis,ROADVILLE,10,Anderson,1854,18,Robt. B.,10/18/1854,4/15/1856,545,Pierce,4,Pierce,4,0
0,Wilson,ROADVILLE,4,Anderson,1856,15,Andrew,4/15/1856,12/26/1857,620,Pierce,4,Buchanan,5,0
0,Wilson,ROADVILLE,12,Anderson,1857,26,Wm. P.,12/26/1857,12/14/1858,353,Buchanan,5,Buchanan,5,0
0,Hatton,ROADVILLE,12,Anderson,1858,14,Jas. M.,12/14/1858,9/5/1859,265,Buchanan,5,Buchanan,5,1
2,Butler,ROADVILLE,10,Anderson,1859,26,Chas. W.,10/26/1859,9/11/1860,321,Buchanan,5,Buchanan,5,1
1,Salmon,SALMON,7,Anderson,1902,1,Marydec,7/1/1902,3/28/1911,3192,Roosevelt1,19,Taft,21,0
0,Morehead,SALMON,3,Anderson,1911,28,John H.,3/28/1911,12/12/1911,259,Taft,21,Taft,21,0
0,Smith,SALMON,12,Anderson,1911,12,Robt. F.,12/12/1911,2/23/1915,1169,Taft,21,Wilson1,22,0
0,LaRue,SALMON,2,Anderson,1915,23,Amanda J.,2/23/1915,8/30/1919,1649,Wilson1,22,Wilson2,23,0
0,Smith,SALMON,8,Anderson,1919,30,. Robt. F.,8/30/1919,na,na,Wilson2,23,na,na,na
1,Stewart,SAND SPRING,4,Anderson,1850,15,Wm.,4/15/1850,11/17/1851,581,Taylor,2,Fillmore,3,1
-1,Heidleberg,SAUNDERS,11,Anderson,1901,16,Paul B.,11/16/1901,9/19/1902,307,Roosevelt1,19,Roosevelt1,19,0
1,McDaniel,SLOCUM,1,Anderson,1898,4,Edmon T.,1/4/1898,6/25/1903,1997,McKinley,17,Roosevelt1,19,0
0,Power,SLOCUM,6,Anderson,1903,25,Elberto H.,6/25/1903,11/18/1904,512,Roosevelt1,19,Roosevelt1,19,0
0,Gray,SLOCUM,11,Anderson,1904,18,Jas. F.,11/18/1904,5/3/1905,166,Roosevelt1,19,Roosevelt2,20,0
0,Henderson,SLOCUM,5,Anderson,1905,3,Geo.,5/3/1905,8/5/1911,2285,Roosevelt2,20,Taft,21,0
0,Gray,SLOCUM,8,Anderson,1911,5,Jas. F.,8/5/1911,1/26/1915,1270,Taft,21,Wilson1,22,0
0,Strong,SLOCUM,1,Anderson,1915,26,Cora E.,1/26/1915,8/7/1928,4942,Wilson1,22,Hoover,26,0
0,Davis,SLOCUM,8,Anderson,1928,7,Arion H.,8/7/1928,5/3/1929,269,Hoover,26,F.D.Roosevelt1,27,1
2,Davis,SLOCUM,12,Anderson,1929,6,Arion H.,12/6/1929,na,na,F.D.Roosevelt1,27,na,na,na
1,Devany,STEELBORO,5,Anderson,1891,6,Geo.,5/6/1891,11/15/1892,559,Harrison,15,Harrison,15,1
1,Gibson,STILL'S CREEK,2,Anderson,1857,28,G. W.,2/28/1857,4/16/1857,47,Pierce,4,Buchanan,5,0
0,Anglin,STILL'S CREEK,4,Anderson,1857,16,Valentine S.,4/16/1857,na,na,Buchanan,5,na,na,na
1,Woolverton,TENNESSEE COLONY,3,Anderson,1852,24,John,3/24/1852,5/2/1860,2961,Fillmore,3,Buchanan,5,0
0,King,TENNESSEE COLONY,5,Anderson,1860,2,Zeb. H.,5/2/1860,7/12/1861,436,Buchanan,5,Lincoln1,6,0
0,Hefley,TENNESSEE COLONY,7,Anderson,1861,12,G. W.,7/12/1861,11/5/1866,1942,Lincoln1,6,Johnson,8,1
2,Walker,TENNESSEE COLONY,6,Anderson,1867,10,John,6/10/1867,8/14/1871,1526,Johnson,8,Grant1,9,1
3,Avant,TENNESSEE COLONY,9,Anderson,1875,22,Mason S.,9/22/1875,9/24/1906,11324,Grant2,10,Roosevelt2,20,0
0,Avant,TENNESSEE COLONY,9,Anderson,1906,24,Marcus E.,9/24/1906,na,na,Roosevelt2,20,na,na,na
-1,Young Jr.,TUCKER,1,Anderson,1882,31,John,1/31/1882,12/10/1883,678,Arthur,13,Arthur,13,0
0,Johnston,TUCKER,12,Anderson,1883,10,Henry F.,12/10/1883,2/14/1890,2258,Arthur,13,Harrison,15,0
0,Glenn,TUCKER,2,Anderson,1890,14,Henry,2/14/1890,3/10/1892,755,Harrison,15,Harrison,15,0
0,Peebles,TUCKER,3,Anderson,1892,10,Thos. H.,3/10/1892,9/6/1895,1275,Harrison,15,Cleveland2,16,0
0,Keller,TUCKER,9,Anderson,1895,6,John P. C.,9/6/1895,3/9/1900,1645,Cleveland2,16,McKinley,17,1
3,McClanahan,TUCKER,4,Anderson,1900,21,Florence M.,4/21/1900,9/26/1903,1253,McKinley,17,Roosevelt1,19,0
0,McClanahan,TUCKER,9,Anderson,1903,26,Elizabeth R.,9/26/1903,1/6/1905,468,Roosevelt1,19,Roosevelt1,19,0
0,Keeling,TUCKER,1,Anderson,1905,6,Wm. V.,1/6/1905,8/31/1905,237,Roosevelt1,19,Roosevelt2,20,1
1,Hunter,WILD CAT BLUFF,12,Anderson,1859,12,H. J.,12/12/1859,2/3/1860,53,Buchanan,5,Buchanan,5,0
0,Hardgrave,WILD CAT BLUFF,2,Anderson,1860,3,Jas. B.,2/3/1860,8/23/1860,202,Buchanan,5,Buchanan,5,0
0,Whatley,WILD CAT BLUFF,8,Anderson,1860,23,Eulicious R.,8/23/1860,11/5/1866,2265,Buchanan,5,Johnson,8,1
2,Barry,WILD CAT BLUFF,1,Anderson,1870,12,Geo.,1/12/1870,na,na,Grant1,9,na,na,na
1,Gray,YARD,7,Anderson,1903,21,Brucy C.,7/21/1903,6/30/1911,2901,Roosevelt1,19,Taft,21,1
2,Gray,YARD,9,Anderson,1911,14,Peter,9/14/1911,na,na,Taft,21,na,na,na
1,White,ANDREWS,1,Andrews,1909,20,Thos. M.,1/20/1909,4/10/1911,810,Roosevelt2,20,Taft,21,0
0,Brown,ANDREWS,4,Andrews,1911,10,Aubrey N.,4/10/1911,1/13/1915,1374,Taft,21,Wilson1,22,0
0,Haag,ANDREWS,1,Andrews,1915,13,Edmund L.,1/13/1915,8/28/1919,1688,Wilson1,22,Wilson2,23,0
0,Irwin,ANDREWS,8,Andrews,1919,28,Mary H.,8/28/1919,8/24/1921,727,Wilson2,23,Harding,24,0
0,Wilson,ANDREWS,8,Andrews,1921,24,Roy,8/24/1921,3/26/1926,1675,Harding,24,Hoover,26,0
0,Mathews,ANDREWS,3,Andrews,1926,26,Florence,3/26/1926,2/5/1929,1047,Hoover,26,Hoover,26,0
0,Louis,ANDREWS,2,Andrews,1929,5,Florence M.,2/5/1929,4/28/1931,812,Hoover,26,F.D.Roosevelt1,27,0
0,Burkett,ANDREWS,4,Andrews,1931,28,Edgar W.,4/28/1931,na,na,F.D.Roosevelt1,27,na,na,na
1,Taylor,ETHEL,3,Andrews,1908,21,Arthur H.,3/21/1908,7/30/1908,131,Roosevelt2,20,Roosevelt2,20,0
0,Gaines,ETHEL,7,Andrews,1908,30,J. Grundy,7/30/1908,na,na,Roosevelt2,20,na,na,na
1,Smith,FLOREY,1,Andrews,1909,18,Lee N.,1/18/1909,11/22/1909,308,Roosevelt2,20,Taft,21,0
0,Wilson,FLOREY,11,Andrews,1909,22,Wm. A.,11/22/1909,11/19/1910,362,Taft,21,Taft,21,0
0,Gilbert,FLOREY,11,Andrews,1910,19,John B.,11/19/1910,5/19/1913,912,Taft,21,Wilson1,22,0
0,Florey,FLOREY,5,Andrews,1913,19,Carrie E.,5/19/1913,1/4/1917,1326,Wilson1,22,Wilson1,22,0
0,Clewis,FLOREY,1,Andrews,1917,4,John D.,1/4/1917,5/4/1920,1216,Wilson1,22,Wilson2,23,0
0,Carter,FLOREY,5,Andrews,1920,4,Jas. P.,5/4/1920,6/24/1921,416,Wilson2,23,Harding,24,0
0,Dunaway,FLOREY,6,Andrews,1921,24,Chas. F.,6/24/1921,11/30/1923,889,Harding,24,Coolidge,25,0
0,Myrick,FLOREY,11,Andrews,1923,30,Ethel V.,11/30/1923,4/23/1927,1240,Coolidge,25,Hoover,26,0
0,Lane,FLOREY,4,Andrews,1927,23,Dollie,4/23/1927,10/24/1927,184,Hoover,26,Hoover,26,0
0,Wooley,FLOREY,10,Andrews,1927,24,Henry H.,10/24/1927,10/12/1931,1449,Hoover,26,F.D.Roosevelt1,27,0
0,Wooley,FLOREY,10,Andrews,1931,12,Mrs. Lorena,10/12/1931,na,na,F.D.Roosevelt1,27,na,na,na
1,Van Hollebeke,HOLLEBEKE,8,Andrews,1903,14,Pierre,8/14/1903,8/21/1906,1103,Roosevelt1,19,Roosevelt2,20,0
0,Williamson,HOLLEBEKE,8,Andrews,1906,21,Esquire T.,8/21/1906,12/14/1907,480,Roosevelt2,20,Roosevelt2,20,1
-1,Logsdon,LOGSDON,6,Andrews,1908,23,Minnie W.,6/23/1908,3/31/1914,2107,Roosevelt2,20,Wilson1,22,0
0,Logsdon,LOGSDON,3,Andrews,1914,31,Ethel N.,3/31/1914,10/15/1915,563,Wilson1,22,Wilson1,22,0
0,Hoover,LOGSDON,10,Andrews,1915,15,Evalena,10/15/1915,8/30/1919,1415,Wilson1,22,Wilson2,23,1
1,Irwin,SHAFTER LAKE,7,Andrews,1907,19,Bert M.,7/19/1907,8/26/1910,1134,Roosevelt2,20,Taft,21,0
0,Wagner,SHAFTER LAKE,8,Andrews,1910,26,Jimmie,8/26/1910,1/6/1911,133,Taft,21,Taft,21,0
0,Irwin,SHAFTER LAKE,1,Andrews,1911,6,John W.,1/6/1911,2/17/1915,1503,Taft,21,Wilson1,22,0
0,Johnson,SHAFTER LAKE,2,Andrews,1915,17,Benj. A.,2/17/1915,12/19/1928,5054,Wilson1,22,Hoover,26,0
0,Murphy,SHAFTER LAKE,12,Andrews,1928,19,Virgil W.,12/19/1928,1/31/1929,43,Hoover,26,Hoover,26,1
1,McConnell,ALCEDO,10,Angelina,1916,26,Seth A.,10/26/1916,4/5/1917,161,Wilson1,22,Wilson2,23,0
0,Dunn,ALCEDO,4,Angelina,1917,5,Thos. W.,4/5/1917,9/27/1917,175,Wilson2,23,Wilson2,23,0
0,Lester,ALCEDO,9,Angelina,1917,27,Birdie,9/27/1917,1/31/1919,491,Wilson2,23,Wilson2,23,1
2,McMullen,ALCEDO,5,Angelina,1919,20,Thos. W.,5/20/1919,12/30/1919,224,Wilson2,23,Wilson2,23,0
0,Marshall,ALCEDO,12,Angelina,1919,30,Edd. S.,12/30/1919,12/15/1924,1812,Wilson2,23,Coolidge,25,1
1,Bradshaw,ANGELINA,7,Angelina,1855,2,Josiah,7/2/1855,6/7/1858,1071,Pierce,4,Buchanan,5,1
2,[Re-established) Parker,ANGELINA,5,Angelina,1860,16,Jas.,5/16/1860,9/25/1861,497,Buchanan,5,Lincoln1,6,0
0,Hensarling,ANGELINA,9,Angelina,1861,25,Jesse C.,9/25/1861,4/24/1867,2037,Lincoln1,6,Johnson,8,1
3,[Re-established] Moseley,ANGELINA,4,Angelina,1898,29,Malcolm J.,4/29/1898,5/9/1899,375,McKinley,17,McKinley,17,0
0,Roberts,ANGELINA,5,Angelina,1899,9,Edgar A.,5/9/1899,5/27/1899,18,McKinley,17,McKinley,17,0
0,Kilgore,ANGELINA,5,Angelina,1899,27,Homer,5/27/1899,4/20/1900,328,McKinley,17,McKinley,17,0
0,Baker,ANGELINA,4,Angelina,1900,20,Henry,4/20/1900,1/7/1901,262,McKinley,17,McKinley,17,0
0,Foster,ANGELINA,1,Angelina,1901,7,Leonidas B.,1/7/1901,2/14/1902,403,McKinley,17,Roosevelt1,19,1
1,Byrns,BABER,1,Angelina,1907,31,Jas.,1/31/1907,3/13/1908,407,Roosevelt2,20,Roosevelt2,20,0
0,Hickman,BABER,3,Angelina,1908,13,Edgar T.,3/13/1908,9/28/1912,1660,Roosevelt2,20,Taft,21,0
0,Fisher,BABER,9,Angelina,1912,28,Jos. F.,9/28/1912,8/31/1915,1067,Taft,21,Wilson1,22,1
1,Townsend,BAKER,7,Angelina,1889,20,Martin W.,7/20/1889,6/13/1894,1789,Harrison,15,Cleveland2,16,1
2,Fenley,BAKER,10,Angelina,1894,26,Zack P.,10/26/1894,5/6/1895,192,Cleveland2,16,Cleveland2,16,1
3,Townsend,BAKER,8,Angelina,1895,19,Martin W.,8/19/1895,1/31/1901,1991,Cleveland2,16,McKinley,17,0
0,Matthews,BAKER,1,Angelina,1901,31,John S.,1/31/1901,5/10/1901,99,McKinley,17,McKinley,18,0
0,Cates,BAKER,5,Angelina,1901,10,Jos. D.,5/10/1901,8/31/1901,113,McKinley,18,McKinley,18,1
1,Ballentine,BONNER'S MILL,6,Angelina,1876,13,Chas. A.,6/13/1876,7/2/1877,384,Grant2,10,Hayes,11,0
0,Bonner,BONNER'S MILL,7,Angelina,1877,2,W. H.,7/2/1877,9/11/1877,71,Hayes,11,Hayes,11,1
1,Futch,BRADLEY,8,Angelina,1881,29,J. M.,8/29/1881,8/4/1882,340,Garfield,12,Arthur,13,1
1,Medford,BREAKER,9,Angelina,1884,23,Geo. A.,9/23/1884,11/11/1884,49,Arthur,13,Arthur,13,1
1,Stovall,BURKE,3,Angelina,1886,20,David M.,3/20/1886,5/23/1887,429,Cleveland1,14,Cleveland1,14,0
0,Roberts,BURKE,5,Angelina,1887,23,Dixie,5/23/1887,3/7/1888,289,Cleveland1,14,Cleveland1,14,0
0,Treadwell,BURKE,3,Angelina,1888,7,Stephen J.,3/7/1888,9/11/1897,3475,Cleveland1,14,McKinley,17,0
0,Mantooth,BURKE,9,Angelina,1897,11,Wm. B.,9/11/1897,9/2/1914,6199,McKinley,17,Wilson1,22,0
0,McCall,BURKE,9,Angelina,1914,2,Ina,9/2/1914,na,na,Wilson1,22,na,na,na
1,Hill,BURRIS' PRAIRIE,11,Angelina,1860,15,Joel,11/15/1860,8/6/1861,264,Buchanan,5,Lincoln1,6,0
0,Hill,BURRIS' PRAIRIE,8,Angelina,1861,6,Joel,8/6/1861,9/1/1864,1122,Lincoln1,6,Lincoln1,6,1
1,Richardson,CHANCY,5,Angelina,1915,25,Chas. W.,5/25/1915,8/15/1916,448,Wilson1,22,Wilson1,22,1
1,Humphrey,CHEESELAND,8,Angelina,1857,8,Jacob,8/8/1857,8/4/1860,1092,Buchanan,5,Buchanan,5,1
2,Hillenkamp,CHEESELAND,11,Angelina,1860,10,Wenzel,11/10/1860,8/5/1861,268,Buchanan,5,Lincoln1,6,0
0,Hillenkamp,CHEESELAND,8,Angelina,1861,5,Wenzel,8/5/1861,11/5/1866,1918,Lincoln1,6,Johnson,8,1
3,Buckalue,CHEESELAND,11,Angelina,1866,6,Mrs. Martha,11/6/1866,6/11/1873,2409,Johnson,8,Grant2,10,0
0,Hillenkamp,CHEESELAND,6,Angelina,1873,11,Wenzel,6/11/1873,3/29/1886,4674,Grant2,10,Cleveland1,14,0
0,To WELLS,CHEESELAND,3,Angelina,1886,29,Cherokee Co.,3/29/1886,na,na,Cleveland1,14,na,na,na
1,Vinson,CLAWSON,3,Angelina,1891,26,Wm. McD.,3/26/1891,9/8/1892,532,Harrison,15,Harrison,15,0
0,Mantooth,CLAWSON,9,Angelina,1892,8,Thos. C.,9/8/1892,7/31/1895,1056,Harrison,15,Cleveland2,16,0
0,Means,CLAWSON,7,Angelina,1895,31,John C.,7/31/1895,9/9/1898,1136,Cleveland2,16,McKinley,17,0
0,Smith Jr.,CLAWSON,9,Angelina,1898,9,Horace,9/9/1898,4/3/1900,571,McKinley,17,McKinley,17,0
0,Caruthers,CLAWSON,4,Angelina,1900,3,Robt. A.,4/3/1900,6/26/1903,1179,McKinley,17,Roosevelt1,19,0
0,Earl,CLAWSON,6,Angelina,1903,26,Wm.,6/26/1903,2/27/1906,977,Roosevelt1,19,Roosevelt2,20,0
0,Sapp,CLAWSON,2,Angelina,1906,27,Jas. M.,2/27/1906,3/15/1906,16,Roosevelt2,20,Roosevelt2,20,1
2,Stroud,CLAWSON,12,Angelina,1906,27,Ashley,12/27/1906,8/31/1907,247,Roosevelt2,20,Roosevelt2,20,1
3,Bivins,CLAWSON,7,Angelina,1908,8,Maurice,7/8/1908,2/23/1910,595,Roosevelt2,20,Taft,21,0
0,Blythe,CLAWSON,2,Angelina,1910,23,Ed. W.,2/23/1910,1/9/1912,685,Taft,21,Taft,21,0
0,Melear,CLAWSON,1,Angelina,1912,9,Robt. H.,1/9/1912,10/26/1912,291,Taft,21,Taft,21,0
0,Sulser,CLAWSON,10,Angelina,1912,26,Andrew,10/26/1912,4/24/1915,910,Taft,21,Wilson1,22,0
0,Bargainer,CLAWSON,4,Angelina,1915,24,Lawson T.,4/24/1915,4/10/1920,1813,Wilson1,22,Wilson2,23,0
0,Hopper,CLAWSON,4,Angelina,1920,10,Sallie,4/10/1920,12/17/1929,3538,Wilson2,23,F.D.Roosevelt1,27,0
0,Poe,CLAWSON,12,Angelina,1929,17,Mrs. Ruth,12/17/1929,na,na,F.D.Roosevelt1,27,na,na,na
1,Harrington,DAVISVILLE,4,Angelina,1908,8,Wm. G.,4/8/1908,6/9/1909,427,Roosevelt2,20,Taft,21,0
0,Smith,DAVISVILLE,6,Angelina,1909,9,Jas. S.,6/9/1909,2/2/1910,238,Taft,21,Taft,21,0
0,Clayton,DAVISVILLE,2,Angelina,1910,2,Jas. H.,2/2/1910,9/15/1921,4243,Taft,21,Harding,24,1
1,Rutland,DIBOLL,5,Angelina,1897,25,Wm. P.,5/25/1897,4/25/1901,1430,McKinley,17,McKinley,18,0
0,Walker,DIBOLL,4,Angelina,1901,25,Watson,4/25/1901,9/30/1904,1254,McKinley,18,Roosevelt1,19,0
0,Rutland,DIBOLL,9,Angelina,1904,30,Wm. P.,9/30/1904,12/14/1908,1536,Roosevelt1,19,Roosevelt2,20,0
0,Farrington,DIBOLL,12,Angelina,1908,14,Frank,12/14/1908,12/1/1925,6196,Roosevelt2,20,Hoover,26,0
0,Kelley,DIBOLL,12,Angelina,1925,1,Zettie,12/1/1925,na,na,Hoover,26,na,na,na
0,Grant,DONOVAN,6,Angelina,1929,27,Bertie,6/27/1929,10/22/1930,482,F.D.Roosevelt1,27,F.D.Roosevelt1,27,0
0,Fuller,DONOVAN,10,Angelina,1930,22,Carlon I.,10/22/1930,1/15/1931,85,F.D.Roosevelt1,27,F.D.Roosevelt1,27,1
1,Dunkin,DUNKIN,2,Angelina,1901,14,Harrison A.,2/14/1901,9/15/1902,578,McKinley,17,Roosevelt1,19,0
0,Chambers,DUNKIN,9,Angelina,1902,15,Chas. A.,9/15/1902,4/30/1926,8628,Roosevelt1,19,Hoover,26,0
0,Arnett,DUNKIN,4,Angelina,1926,30,Ralph C.,4/30/1926,6/1/1926,32,Hoover,26,Hoover,26,0
1,Odum,DURANT,10,Angelina,1909,30,Lovie C.,10/30/1909,4/29/1914,1642,Taft,21,Wilson1,22,0
0,Chumley,DURANT,4,Angelina,1914,29,Jos. G.,4/29/1914,5/15/1915,381,Wilson1,22,Wilson1,22,1
1,West,DURST,12,Angelina,1893,30,John E.,12/30/1893,5/11/1895,497,Cleveland2,16,Cleveland2,16,0
0,Medlin,DURST,5,Angelina,1895,11,Halbert,5/11/1895,3/3/1896,297,Cleveland2,16,Cleveland2,16,0
0,Broughton,DURST,3,Angelina,1896,3,Sargent P.,3/3/1896,1/18/1897,321,Cleveland2,16,Cleveland2,16,0
0,Nelms,DURST,1,Angelina,1897,18,Willie A.,1/18/1897,7/26/1897,189,Cleveland2,16,McKinley,17,0
0,Moseley,DURST,7,Angelina,1897,26,Malcolm J.,7/26/1897,4/29/1898,277,McKinley,17,McKinley,17,0
1,McKnight,ELYSIUM,6,Angelina,1857,29,Jos. K.,6/29/1857,8/3/1858,400,Buchanan,5,Buchanan,5,0
0,Ruby,ELYSIUM,8,Angelina,1858,3,Chas.,8/3/1858,12/28/1861,1243,Buchanan,5,Lincoln1,6,0
0,Ruby,ELYSIUM,12,Angelina,1861,28,Chas.,12/28/1861,5/5/1863,493,Lincoln1,6,Lincoln1,6,1
1,Carter,EMPORIA,7,Angelina,1893,10,Jos. C.,7/10/1893,12/16/1902,3445,Cleveland2,16,Roosevelt1,19,0
0,Vinson,EMPORIA,12,Angelina,1902,16,Willie M.,12/16/1902,9/20/1904,644,Roosevelt1,19,Roosevelt1,19,0
0,Carter,EMPORIA,9,Angelina,1904,20,Horace M.,9/20/1904,12/18/1906,819,Roosevelt1,19,Roosevelt2,20,0
0,Jones,EMPORIA,12,Angelina,1906,18,Clarence A.,12/18/1906,4/30/1907,133,Roosevelt2,20,Roosevelt2,20,1
1,Cansler,EUDORA,10,Angelina,1885,6,Mrs. Sarah C.,10/6/1885,7/2/1888,1000,Cleveland1,14,Cleveland1,14,0
0,Guinn,EUDORA,7,Angelina,1888,2,Mary C.,7/2/1888,10/14/1897,3391,Cleveland1,14,McKinley,17,0
0,Cansler,EUDORA,10,Angelina,1897,14,Chas. E.,10/14/1897,9/29/1898,350,McKinley,17,McKinley,17,0
0,Weaver,EUDORA,9,Angelina,1898,29,T. H.,9/29/1898,12/23/1898,85,McKinley,17,McKinley,17,1
2,Warren,EUDORA,5,Angelina,1899,18,Willie O.,5/18/1899,10/15/1900,515,McKinley,17,McKinley,17,1
3,Robinson,EUDORA,9,Angelina,1901,28,John F.,9/28/1901,7/31/1903,671,Roosevelt1,19,Roosevelt1,19,1
1,Bohlssen,EWING,10,Angelina,1920,5,John W.,10/5/1920,4/21/1922,563,Wilson2,23,Harding,24,0
0,Miller,EWING,4,Angelina,1922,21,Clyde E.,4/21/1922,7/17/1923,452,Harding,24,Harding,24,0
0,Bohlssen,EWING,7,Angelina,1923,17,Mary C.,7/17/1923,11/28/1923,134,Harding,24,Coolidge,25,0
0,Finley,EWING,11,Angelina,1923,28,Oscar L.,11/28/1923,12/19/1925,752,Coolidge,25,Hoover,26,0
0,Honeycutt,EWING,12,Angelina,1925,19,Annie J.,12/19/1925,na,na,Hoover,26,na,na,na
1,Windham,FORT TERAN,11,Angelina,1856,17,Thos. B.,11/17/1856,3/13/1862,1942,Pierce,4,Lincoln1,6,0
0,Windham,FORT TERAN,3,Angelina,1862,13,Thos. B.,3/13/1862,11/5/1866,1698,Lincoln1,6,Johnson,8,1
1,Oates,HAMLET,6,Angelina,1894,11,Martha A.,6/11/1894,3/6/1900,2094,Cleveland2,16,McKinley,17,0
0,Oates,HAMLET,3,Angelina,1900,6,John W.,3/6/1900,7/23/1906,2330,McKinley,17,Roosevelt2,20,0
0,Wagstaff,HAMLET,7,Angelina,1906,23,Tularmaud,7/23/1906,3/31/1908,617,Roosevelt2,20,Roosevelt2,20,1
1,Herrington,HERRINGTON'S,2,Angelina,1852,6,Wm.,2/6/1852,12/12/1857,2136,Fillmore,3,Buchanan,5,0
0,Cochran,HERRINGTON'S,12,Angelina,1857,12,Joshua B.,12/12/1857,8/6/1861,1333,Buchanan,5,Lincoln1,6,0
0,Cochran,HERRINGTON'S,8,Angelina,1861,6,Joshua B.,8/6/1861,11/5/1866,1917,Lincoln1,6,Johnson,8,1
1,Martin,HOMER,8,Angelina,1858,4,John W.,8/4/1858,10/13/1858,70,Buchanan,5,Buchanan,5,0
0,Denman,HOMER,10,Angelina,1858,13,Wash. L.,10/13/1858,7/12/1861,1003,Buchanan,5,Lincoln1,6,0
0,McGowan,HOMER,7,Angelina,1861,12,S. K.,7/12/1861,9/17/1862,432,Lincoln1,6,Lincoln1,6,0
0,Gunn,HOMER,9,Angelina,1862,17,W. W.,9/17/1862,9/1/1864,715,Lincoln1,6,Lincoln1,6,0
0,Rainbolt,HOMER,9,Angelina,1864,1,Hiram,9/1/1864,4/12/1865,223,Lincoln1,6,Lincoln2,7,0
0,Kilpatrick,HOMER,4,Angelina,1865,12,L. C.,4/12/1865,5/8/1865,26,Lincoln2,7,Johnson,8,0
0,Steiness,HOMER,5,Angelina,1865,8,Edmond,5/8/1865,4/10/1866,337,Johnson,8,Johnson,8,0
0,Carnahan,HOMER,4,Angelina,1866,10,David S.,4/10/1866,3/19/1867,343,Johnson,8,Johnson,8,0
0,Middleton,HOMER,3,Angelina,1867,19,John,3/19/1867,12/3/1868,625,Johnson,8,Johnson,8,0
0,Shannon,HOMER,12,Angelina,1868,3,Miss Mary A.,12/3/1868,7/21/1871,960,Johnson,8,Grant1,9,0
0,Branton,HOMER,7,Angelina,1871,21,Arnold,7/21/1871,6/1/1874,1046,Grant1,9,Grant2,10,0
